@id	name	route	network
9623321	Sun Tran Route 107X Oro Valley-Downtown Express	bus	Sun Tran
9623415	Sun Tran Route 413 Marana/I-10	bus	Sun Tran
9623416	Sun Tran Route 412 Thornydale/Orange Grove	bus	Sun Tran
9623417	Sun Tran Route 410 Anway/Trico	bus	Sun Tran
9623418	Sun Tran Route 401 North Oracle/Catalina	bus	Sun Tran
9626388	Sun Tran Route 486 Ajo-Tucson	bus	Sun Tran
9626389	Sun Tran Route 450 Southeast Tucson/Rita Ranch	bus	Sun Tran
9626390	Sun Tran Route 440 San Xavier	bus	Sun Tran
9626391	Sun Tran Route 430 Tucson Estates	bus	Sun Tran
9626392	Sun Tran Route 421 Green Valley/Sahuarita	bus	Sun Tran
9712655	Historic US 80 (CA)	road	US:US:Historic
9727775	Grand Canyon East Rim Drive Path	bicycle	lcn
9727776	Grand Canyon Village Greenway	bicycle	lcn
9728113	Cañada del Oro	bicycle	lcn
9728165	Sinclair Wash Trail	bicycle	lcn
9728171	Ponderosa Trail	bicycle	lcn
9737057	Crosscut Canal Multi-Use Path	bicycle	lcn
9737058	Grand Canal Path	bicycle	rcn
9737236	Western Canal Path	bicycle	lcn
9740204	Eastern Canal Path	bicycle	lcn
9740222	New River Trail	bicycle	lcn
9740374	Queen Creek Wash Trail	bicycle	lcn
9740385	Route 66 Trail	bicycle	lcn
9993215	bus MARY Counter Clockwise	bus	Valley Metro
9993216	bus MARY Clockwise	bus	Valley Metro
9993336	bus SMART WB	bus	Valley Metro
9993337	bus SMART EB	bus	Valley Metro
10014590	bus BUZZ WB	bus	Valley Metro
10014591	bus BUZZ EB	bus	Valley Metro
10014592	bus ALEX WB	bus	Valley Metro
10014593	bus ALEX EB	bus	Valley Metro
10014594	bus OV WB	bus	Valley Metro
10014595	bus OV EB	bus	Valley Metro
10014596	bus OS WB	bus	Valley Metro
10014597	bus OS EB	bus	Valley Metro
10014598	bus OM WB	bus	Valley Metro
10014599	bus OM EB	bus	Valley Metro
10014600	bus OMA NB	bus	Valley Metro
10014601	bus OMA SB	bus	Valley Metro
10014602	bus OJ SB	bus	Valley Metro
10014603	bus OJ NB	bus	Valley Metro
10014604	bus OE EB	bus	Valley Metro
10014605	bus OE WB	bus	Valley Metro
10014606	bus FLASH EB	bus	Valley Metro
10014607	bus FLASH WB	bus	Valley Metro
10047465	bus POGO Clockwise	bus	Valley Metro
10047466	bus POGO Counter Clockwise	bus	Valley Metro
10078354	bus OLDT	bus	Valley Metro
10078355	bus MLHD NB	bus	Valley Metro
10078356	bus MLHD SB	bus	Valley Metro
10078489	bus 68CM SB	bus	Valley Metro
10078490	bus 68CM NB	bus	Valley Metro
10078552	bus MSTG SB	bus	Valley Metro
10078553	bus MSTG NB	bus	Valley Metro
10121858	bus GUS2 C	bus	Valley Metro
10121859	bus GUS3 CC	bus	Valley Metro
10121860	bus GUS1 CC	bus	Valley Metro
10166306		road	US:US:Temporary
10302684	AZ 82	road	US:AZ
10302694		road	US:AZ:Business
10302725	AZ 90 Spur	road	
10303173	State Route 93 Temporary	road	US:AZ
10319513		road	US:US:Spur
10703469	Anaconda	hiking	lwn
10703470	Arizona Cypress #203	hiking	lwn
10703471	Two Fence #162A	hiking	lwn
10706267	Verde Shuttle	bus	Verde Shuttle
10713028	Andante West #165D	hiking	lwn
10713029	Lower Chimney Rock #165A	hiking	lwn
10713030	Chimney Rock Pass #165B	hiking	lwn
10713031	Thunder Mountain #165	hiking	lwn
10713032	Andante #165E	hiking	lwn
10713033	Summit Route #165C	hiking	lwn
10713034	Forest Road 152	road	US:NFSR:Coconino:FR
10713035	Dry Creek #52	hiking	lwn
10713036	Bear Sign #59	hiking	lwn
10713037	David Miller #164	hiking	lwn
10713426	Centennial #653	hiking	lwn
10713427	Ledge-n-Airy	mtb;hiking	lcn;lwn
10713429	Last Frontier	mtb;hiking	lcn;lwn
10713432	Rupp #204	hiking	lwn
10713433	Forest Road 9589	road	US:NFRS:Coconino:FR
10713434	Snake #162C	hiking	lwn
10713435	Chuckwagon #196	hiking	lwn
10713436	Forest Road 9908	road	US:NFRS:Coconino:FR
10713437	Lizard Head #165F	hiking	
10713438	Forest Road 152C	road	US:NFRS:Coconino:FR
10713439	Forest Road 9600	road	US:NFRS:Coconino:FR
10713440	Forest Road 152E	road	US:NFRS:Coconino:FR
10713541	Forest Road 9584B	road	
10713542	Aerie #168	hiking	lwn
10713543	Doe Mountain	hiking	
10713544	Boynton Vista	hiking	lwn
10713545	Boynton Canyon #47	hiking	lwn
10713546	Deadman's Pass	hiking	lwn
10713547	Mescal #174C	hiking	lwn
10713548	Mescal Connector #174D	hiking	lwn
10713549	Brins Mesa #119	hiking	lwn
10713550	Forest Road 9904	road	
10713551	Forest Road 9904B	road	US:NFRS:Coconino:FR
10713552	Tea Cup #183	hiking	lwn
10713553	Adobe Jack #660	hiking	lwn
10713554	Manzanita #675	hiking	lwn
10713555	Ant Hill Loop #666	hiking	lwn
10713556	Grand Central #661	hiking	lcn
10713557	Solider Pass #66	hiking	lwn
10713558	Jordan #186	hiking	lwn
10713559	Shorty #661A	hiking	lwn
10713560	Powerline Plunge #668	hiking	lwn
10713561	Jordan Spur A	hiking	lwn
10713562	Jordan Spur B	hiking	lwn
10713563	Cibola Pass #187	hiking	lwn
10713564	Forest Road 633	road	US:NFRS:Coconino:FR
10714716	Solider Pass Spur A	hiking	lwn
10714717	HS Canyon #50	hiking	lwn
10714718	Forest Road 539	road	US:NFRS:Coconino:FR
10714719	Forest Road 6416	road	US:NFRS:Coconino:FR
10714720	Forest Road 6399	road	US:NFRS:Coconino:FR
10714721	Forest Road 231E	road	US:NFRS:Coconino:FR
10714722	Forest Road 231	road	US:NFRS:Coconino:FR
10714723	Forest Road 792	road	US:NFRS:Coconino:FR
10715536	Parsons #122	hiking	lwn
10715537	Palatki Ruins Loop Spur #80A	hiking	lwn
10715538	Palatki Ruins Loop #80	hiking	lwn
10715539	Palatki Ruins Face #80B	hiking	
10715540	Red Cliff #62	hiking	lwn
10715769	Sedona View #169	hiking	lwn
10715770	Brewer #212	hiking	lwn
10715771	Coconino Loop #126	hiking	lwn
10715772	Airport Loop #210	hiking	lwn
10715773	Table top #211	hiking	lwn
10715774	Sketch #672	hiking	lwn
10715775	Ridge #208	hiking	lwn
10715776	Bandit #209	hiking	lwn
10715777	Old Post #206	hiking	lwn
10715778	Carroll Canyon #207	hiking	lwn
10715779	Skywalker #669	hiking	lwn
10715780	Super Secret Slickrock #202B	hiking	lwn
10715781	Ramshead #202A	hiking	lwn
10715782	Herkenham #202	hiking	lwn
10715783	Overeasy #670	hiking	lwn
10716308	Sugar Loaf Summit #184A	hiking	lwn
10716309	Sugar Loaf Loop #184	hiking	lwn
10716310	Jim Thompson #124	hiking	lwn
10716311	Wilson Canyon #49	hiking	lwn
10716312	Wilson Mountain #10	hiking	lwn
10716313	North Wilson #123	hiking	lwn
10716314	Wilson Mountain Spur B #10B	hiking	lwn
10716316	Wilson Mountain Spur D	hiking	lwn
10716317	Huckaby #161	hiking	lwn
10716318	Oak Creek Spur A #71A	hiking	lwn
10716319	Allens Bend #111	hiking	lwn
10716320	Casner Canyon #11	hiking	lwn
10716323	Hot Loop #40	hiking	lwn
10716324	Jacks Canyon #55	hiking	lwn
10716325	Munds Mountain #77	hiking	lwn
10716326	Belt Rock Pathway #96	hiking	lwn
10775266	Schuerman Mountain Vista #56A	hiking	lwn
10775267	Red Rock Loop #118	hiking	
10775268	Pyramid #674	hiking	lwn
10775269	Scorpion #673	hiking	lwn
10814191	Thunder Mtn Rd Bike Route - W SR 89A Bypass	bicycle	lcn
10827877	Highline Canal Path	bicycle	lcn
10891955	Sun Tran Route 9 (westbound)	bus	Sun Tran
10907835	Bus RouteSun Tran Route 486 Ajo-Tucson	bus	Sun Tran
10946017	Amtrak Sunset Limited: Los Angeles => New Orleans	train	Amtrak
10946177	Axis	hiking	lwn
10946178	Rover	hiking	lwn
10946181	Remnant	mtb;hiking	lcn;lwn
10946183	Bolo	mtb;hiking	lcn;lwn
10946184	Cockscomb #167	hiking	lwn
10946185	Outer Limits	mtb;hiking	lcn;lwn
10946187	Summit #126B	hiking	lwn
10947353	OK #205	hiking	lwn
10947354	Dawa #188	hiking	lwn
10949116	Schnebly Hill #158	hiking	lwn
10949117	Cow Pies #78B	hiking	lwn
10949118	Munds Wagon #78	hiking	lwn
10949119	Hangover #78C	hiking	lwn
10967533	bus ZOOM WB	bus	Valley Metro
10967534	bus ZOOM EB	bus	Valley Metro
11139675	Eagle's Nest Trail	hiking	lwn
11139757	Slide Rock Trail	foot	lwn
11139758	Clifftop Trail	foot	lwn
11139759	Pendley Homestead Trail	foot	lwn
11165867	Chapel #213	hiking	lwn
11165868	Broken Arrow Spur #125A	hiking	lwn
11165869	Twin Buttes #125F	hiking	lwn
11165870	Hog Heaven #125D	hiking	lwn
11165871	Hog Wash #125C	hiking	lwn
11165872	Mystic #157	hiking	lwn
11165873	Peccary #125B	hiking	lwn
11165874	Pigtail #157A	hiking	lwn
11165999	Bell Rock #214	hiking	lwn
11166000	Courthouse Butte Loop #135	hiking	lwn
11166001	Middle #135B	hiking	lwn
11166002	Big Park Loop	hiking	lwn
11166003	Phone #96A	hiking	lwn
11166004	Bell Rock Loop Extension #657	hiking	lwn
11166005	Phone Extension #658	hiking	lwn
11166006	Baby Bell #655	hiking	lwn
11166007	Llama #650	hiking	lwn
11166008	Bail #656	hiking	lwn
11166009	Jim Bryant #199	hiking	lwn
11166010	Margs Draw Spur A #163A	hiking	lwn
11166011	Margs Draw #163	hiking	lwn
11166012	High on the Hog #125E	hiking	lwn
11166143	Templeton #156	hiking	lwn
11166144	Cathedral Rock #170	hiking	lwn
11166345	Baldwin Spur #191A	hiking	lwn
11166346	Red Rock Crossing #191B	hiking	lwn
11166347	Baldwin #191	hiking	lwn
11166348	Hiline #193	hiking	lwn
11168939	Pine Valley #148	hiking	lwn
11168940	Agave #173B	hiking	lwn
11168941	Made in the Shade #173C	hiking	lwn
11168942	Coconino Spur #172C	hiking	lwn
11168943	Kaibab #172A	hiking	lwn
11168944	Yavapai Vista #172	hiking	lwn
11168945	Basalt #172D	hiking	lwn
11168946	Coconino #172B	hiking	lwn
11168947	Hermit #172E	hiking	lwn
11168948	Easy Breezy #192	hiking	lwn
11168949	HT #197	hiking	lwn
11168950	Slim Shady #173	hiking	lwn
11172095	Bear Mountain #54	hiking	lwn
11172096	Fay Canyon #53	hiking	lwn
11172097	Yucca #174E	hiking	lwn
11172098	Canyon of Fools #174F	hiking	lwn
11175671	Chaves #654	hiking	lwn
11175672	Hot Loop A #40A	hiking	lwn
11175673	Woods Canyon #93	hiking	lwn
11179112	Mooney #12	hiking	lwn
11179113	Loy Canyon #5	hiking	lwn
11179114	Secret Mountain #109	hiking	lwn
11179115	Little Round Mountain Spur A #9A	hiking	lwn
11179116	Little Round Mountain #9	hiking	lwn
11179122	Honanki #79	hiking	lwn
11180815	Dogie #116	hiking	lwn
11180816	Little L.O. #6	hiking	lwn
11180817	Kelsey Spring #3	hiking	lwn
11180818	Hog Hill #133	hiking	lwn
11180819	Ott Lake #70A	hiking	lwn
11180820	Winter Cabin #70	hiking	lwn
11180821	Sycamore Basin #63	hiking	lwn
11180822	Casner Mountain #8	hiking;road	lwn;US:NF:Coconino:MT
11180823	Secret East #114	hiking	lwn
11181477	Purtyman #65	hiking	lwn
11211902	Cookstove #143	hiking	lwn
11211903	Sterling Pass #46	hiking	lwn
11212838	Scott Springs #44	hiking	lwn
11225468	V Bar V Trail #94	hiking	rwn
11225469	V Bar V Entry Trail #94B	hiking	rwn
11247981	Wolf Creek Loop Trail #384	hiking;ohv	lwn
11259699	Valley Path	bicycle	lcn
11564851	Tom Moody Loop Trail	hiking	lwn
11602529	Rio Salado Pathway	bicycle	lcn
11606064	Former State Route 95	road	
11638106	Tempe Canal Path	bicycle	lcn
11640039	Kyrene Canal Path	bicycle	lcn
11642653	Old US 66 in Arizona ('30s to '40s)	road	US:US:Old
11695192	Pedal	bicycle	lcn
11695413	Brake	bicycle	lcn
11695695	Handlebars	bicycle	lcn
11695771	Spoke	bicycle	lcn
11748506		road	US:US:Spur
11769723	Former US 70 (AZ 1931)	road	
11785068	Former US 180 (AZ 1935)	road	
11797891	Former AZ 789 (1965)	road	
11797908	Former US 70 (AZ 1969)	road	
11798072	BIA 170 (AZ)	road	US:BIA
11798073	BIA 3 (AZ)	road	US:BIA
11896573	Sun Tran Route 25 South Park Avenue (Northbound)	bus	Sun Tran
11896574	Sun Tran Route 2 Pueblo Gardens (Northbound)	bus	Sun Tran
11921858	Sun Tran Route 26 Benson (westbound)	bus	Sun Tran
11961756		road	US:NFSR:Coconino:Secondary
11961757		road	US:NFSR:Coconino:Secondary
11961758		road	US:NFSR:Coconino:Secondary
11982546	White House Trail	hiking	lcn
12109487		road	US:NSFR:Coronado:FR
12109488		road	US:NSFR:Coronado:FR
12133993	Laveen Area Trail	bicycle	lcn
12173925	Orange	bus	YCAT
12174008	Brown	bus	YCAT
12174152	Green 4	bus	
12174360	Green 4A	bus	YCAT
12174464	Blue	bus	YCAT
12174598	Gold	bus	YCAT
12180533	Amtrak Texas Eagle: Los Angeles => Chicago	train	Amtrak
12180534	Amtrak Texas Eagle: Chicago => Los Angeles	train	Amtrak
12180986	Silver	bus	YCAT
12181021	Turquoise	bus	YCAT
12181080	Yellow	bus	YCAT
12181126	Purple	bus	YCAT
12223099	Legends of Superior Trail	hiking	lwn
12426661	Sun Link: Convento & Congress → Helen & Warren	tram	Sun Tran
12652269	Roadrunner Park Walking Path	foot	lwn
12729869	Blue Route	bus	
12729978	Green Route	bus	
12731482	Gold Route	bus	
12731595	Orange Route	bus	
12731667	Purple Route	bus	
12731769	Teal Route	bus	
12731845	Maroon Route	bus	
12732089	Brown Route	bus	
12732241	Red Route	bus	
12766160	Estrella Mountain Regional Park	hiking	lwn
13053074		bus	
13055438	Sun Tran Route 23X - Cholla Charger Expreaa	bus	Sun Tran
13124382	Sun Circle Trail	bicycle	lcn
13200892	Browning Sub APSC to Silverking Sub APSC 500KV	power	
13200893		power	
13200894	Aps Delaney Sub APSC to Hassayampa Tap Sub APSC 500KV	power	
13298869	State Route 202 Spur	road	US:AZ:Spur
13298959	Fain Road	road	US:AZ:Spur
13549006	Gray route	bus	Lake Havasu City Transit
13563609	Orange Line	bus	Bullhead Area Transit System
13574691	Red Line	bus	Bullhead Area Transit System
13589445	Green Line	bus	Bullhead Area Transit System
13589892	Hakđagwiva Bus	bus	Hualapai Transit
13599381	Kingman Route #1	bus	Hualapai Transit
13599456	Yellow Route	bus	Kingman Area Regional Transit
13599684	Seligman Tripper Route	bus	Hualapai Transit
13599960	Grand Canyon West Commuter Route	bus	Hualapai Transit
13613320	Aspen Trail 411	hiking	rwn
13616675	General Crook 140	hiking	rwn
13616676	Carr Lake Trail 412	hiking	rwn
13628522	Blue Line	bus	Bullhead Area Transit System
13632207	Red Route	bus	Kingman Area Regional Transit
13632263	Green Route	bus	Kingman Area Regional Transit
13640834	Blue Route	bus	Kingman Area Regional Transit
13683584	Phoenix Bypass Route	road	
13741421	Searchlight Express	bus	Silver Rider Transit
13832446	Bisbee Route: Old Bisbee => Naco via Senior Center	bus	Bisbee Bus
13832447	Bisbee Route: Old Bisbee => Naco via San Jose	bus	Bisbee Bus
13832448	Bisbee Route: Naco => Old Bisbee	bus	Bisbee Bus
13832449	Bisbee Route: Naco => Old Bisbee via San Jose	bus	Bisbee Bus
13944434	Anza Trail	bicycle	lcn
14026920	Peak Spur	hiking	lwn
14027230	Kovach Family Nature Trail	hiking	lwn
14027231	Lost Dog Wash Trail	hiking	lwn
14027305	Gateway Loop Trail	hiking	lwn
14027306	Quartz Trail	hiking	lwn
14027313	Bajada Nature Trail	hiking	lwn
14104614		road	US:US
14104615		road	US:US
14124349	Maverick OHV Trail	hiking	rwn
14126729	Monterey Park Walking Path	foot	lwn
14156006	Four Springs Trail	hiking	rwn
14156674	General Crook Connector	hiking	rwn
14156806	Chihuahua Pines Connector Trail	hiking	rwn
14156807	Country Club Trail	hiking	rwn
14156816	Flume Connector Trail	hiking	rwn
14156817	Chipmunk Springs Connector Trail	hiking	rwn
14156858	Ice Cave Trail	hiking	rwn
14157381	Ghost of Coyote Trail	hiking	rwn
14159773	Juniper Ridge Trail	hiking	
14159774	Timber Mesa Trail	hiking	rwn
14160639	Land of the Pioneers	hiking	rwn
14161590	Lookout Connector Trail	hiking	rwn
14164661	Los Caballos Trail	hiking	rwn
14166764	Panorama Trail	hiking	rwn
14167186	Sawmill Connector Trail	hiking	rwn
14167765	Four Springs Trail	hiking	rwn
14170054	Bog Springs Trail	hiking	rwn
14170055	Hitching Post Loop Trail	hiking	rwn
14170056	Turkey Track Loop Trail	hiking	rwn
14170057	Woodland Lake Trail	hiking	rwn
14208015	Phoenix Sonoran Bikeway	bicycle	lcn
14222047	Blue Ridge Trail	hiking	rwn
14222048	Billy Creek Connector Trail	hiking	rwn
14227425	Grindstone	mtb	lcn
14227426	Trail Faries	mtb	lcn
14228534	Buena Vista Trail Loop 1	hiking	lwn
14228535	Buena Vista Trail Loop 2	hiking	rwn
14231501	Flinstone	mtb	lcn
14231502	Juice Tree	mtb	lcn
14231503	Man Enough?	mtb	lcn
14231504	Differential	mtb	lcn
14231829	Fernau's Fantasy	mtb	lcn
14232230	Below The B-Backs	mtb	lcn
14232231	Cortalis II	mtb	lcn
14232232	Uncle Tom's	mtb	lcn
14232233	Laird's	mtb	lcn
14232234	Wild Horses	mtb	lcn
14232235	Sierra Game Trail	mtb	lcn
14232239	Cortalis	mtb	
14232280	Hole in the Rock	mtb	lcn
14235040	Project X	mtb	lcn
14235041	Petrified	mtb	lcn
14235042	Naked	mtb	lcn
14235043	Dome Rock	mtb	lcn
14235044	Cheater	mtb	lcn
14245567	Los Burros Trail	hiking	rwn
14245712	Gand Canyon Railway Route	train	
14251451	Osprey Connector Trail	hiking	rwn
14256779	Dr. Art Mollen Fitness Path	fitness_trail	
14279439	"AZ 95S (Mohave County, AZ)"	road	US:AZ:Spur
14357035	Mountain Vista Route	bicycle	lcn
14360818		bus	
14375117		road	US:US:Historic
14377789	County Road 91	road	US:AZ:Mohave
14380716	County Road 10	road	US:AZ:Mohave
14380717	County Road 1	road	US:AZ:Mohave
14380718	County Road 20	road	US:AZ:Mohave
14380738	County Road 25	road	US:AZ:Mohave
14380739	County Road 261	road	US:AZ:Mohave
14384071	County Road 125	road	US:AZ:Mohave
14384138	County Road 143	road	US:AZ:Mohave
14384139	County Road 3798	road	US:AZ:Mohave
14384140	County Road 195	road	US:AZ:Mohave
14384141	County Road 1537	road	US:AZ:Mohave
14384176	County Road 155	road	US:AZ:Mohave
14384177	County Road 153	road	US:AZ:Mohave
14384178	County Road 227	road	US:AZ:Mohave
14384205	County Road 151	road	US:AZ:Mohave
14384250	County Road 141	road	US:AZ:Mohave
14384251	County Road 193	road	US:AZ:Mohave
14384253	County Road 722	road	US:AZ:Mohave
14384254	County Road 366	road	US:AZ:Mohave
14384255	County Road 3194	road	US:AZ:Mohave
14384256	County Road 444	road	US:AZ:Mohave
14384307	County Road 3965	road	US:AZ:Mohave
14384308	County Road 3954	road	US:AZ:Mohave
14384309	County Road 2401	road	US:AZ:Mohave
14384310	County Road 744	road	US:AZ:Mohave
14392604	General George Crook National Recreation Trail	hiking	rwn
14392660	Willow Springs Bike Loop #535	bicycle	rcn
14395609		road	US:US
14415007	Grand Canalscape	bicycle	lcn
14428669	Rim Road	road	
14438515	Military Sinkhole Trail #179	hiking	rwn
14467986	The Turqoise Trail	foot	
14511116		road	US:US
14700309		power	
14700310		power	
14700311		power	
14735837	Coconino 250 MTB Route	mtb	rcn
14865111	Original Southern Pacific Railroad Phoenix Subdivision Alignment	railway	
14865112	Arizona Eastern Railroad Phoenix Division	railway	
14933899	a	bicycle	lcn
14933900	b	bicycle	lcn
14933936	d	bicycle	lcn
14933937	c	bicycle	lcn
14946395		road	MX:MX
15055447		road	US:BIA
15055448	N591	road	US:BIA
15082797	Lower Salt River Interpretive Trail	hiking	lwn
15470217	Buttes and Boulders Loop	road	
15569997	Black Canyon National Recreation Trail	hiking	nwn
15625092	Coronado Trail Scenic Byway	road	
15625130	Kaibab Plateau-North Rim Parkway	road	
15625275	Red Rock Scenic Byway	road	
15625288	Sky Island Scenic Byway	road	
15626114	Quail Springs Trail	hiking	lwn
15648537	Indian Route 18	road	US:BIA
15675317		bus	Sun Tran
15710505	Arizona State Route 76	road	
15867127	BIA Route 6	road	US:BIA
15867409	Apache County 5020	road	US:AZ:Apache
15867410	Apache County 5270	road	US:AZ:Apache
15867430	N20	road	US:BIA
15867975	N21	road	US:BIA
15936819	BIA Route 171 (AZ)	road	US:BIA
16031166	Navajo Route 6331	road	US:BIA
16031167		road	
16031169	Navajo Route N213	road	US:BIA
16031170	Navajo Route N215	road	US:BIA
16031171	Navajo Route N212	road	US:BIA
16053188	Apache County Road 6040	road	US:AZ:Apache
16056809	Downtown Phoenix Hub	light_rail	Valley Metro
16056810	Downtown Phoenix Rail Hub	light_rail	Valley Metro
16077630	Apache County Road 2180	road	US:AZ:Apache
16079925	Red Mesa Rim Trail	mtb	lcn
16121896		road	US:US
16161287	Future SR 210	road	
16176435	Forest Route 39 (Arizona)	road	US:NFSR:Coronado:FR
16188712	Gold Route - Quartzsite to Blythe	bus	Camel Express
16188831	Orange Route - Quartzsite  to Parker	bus	Camel Express
16191940	Blue Route - Quartzsite to Yuma	bus	Camel Express
16194917	Purple Route - Quartzsite to Lake Havasu City	bus	Camel Express
16243591	Forest Route 204	road	US:NFSR:Tonto:FR
16246444	Overland Trail #615	hiking	lwn
16247503	Joshua Forest Scenic Road	road	US:AZ:Scenic
16247519	Apache Trail Historic Road	road	US:AZ:Scenic
16247554	Desert to Tall Pines Scenic Road	road	US:AZ:Scenic
16249074	Gila Pinal Scenic Road	road	US:AZ:Scenic
16249261	Copper Corridor Scenic Road (SR 177)	road	US:AZ:Scenic
16249308	Copper Corridor Scenic Road (SR 77)	road	US:AZ:Scenic
16249343	Sky Island Parkway	road	US:AZ:Scenic
16249422	Patagonia – Sonoita Scenic Road	road	US:AZ:Scenic
16249481	Organ Pipe Cactus Parkway	road	US:AZ:Scenic
16249540	Swift Trail Parkway	road	US:AZ:Scenic
16249579	Coronado Trail Scenic Road	road	US:AZ:Scenic
16251491	San Francisco Peaks Scenic Road	road	US:AZ:Scenic
16251505	White Mountain Scenic Road	road	US:AZ:Scenic
16251536	White River Scenic Road	road	US:AZ:Scenic
16251569	"Diné Tah ""Among The People"" Scenic Road"	road	US:AZ:Scenic
16251660	Kayenta – Monument Valley Scenic Road	road	US:AZ:Scenic
16251673	Tse'nikani – Flat Mesa Scenic Road	road	US:AZ:Scenic
16251685	Naat’tis’aan “Navajo Mountain” Scenic Road	road	US:AZ:Scenic
16252838	Sedona – Oak Creek Canyon Scenic Road	road	US:AZ:Scenic
16252866	Red Rock Scenic Road	road	US:AZ:Scenic
16252872	Mingus Mountain Scenic Road	road	US:AZ:Scenic
16252912	Fredonia – Vermillion Cliffs Scenic Road	road	US:AZ:Scenic
16252962	Kaibab Plateau – North Rim Parkway (AZ Scenic)	road	US:AZ:Scenic
16252976	Dry Creek Scenic Road	road	US:AZ:Scenic
16286053	Navajo Route 15	road	US:BIA
16286054	Coconino County Road 505	road	US:AZ:Coconino
16331318	Línea TC	tracks	
16389010	County Road 131	road	US:AZ:Mohave
16389947	Antelope Wash Evacuation Route	evacuation	
16463442	FUTS	foot	
17015417	Delaney-Colorado River	power	
17053689	ARZC Trackage Rights in BNSF Phoenix Subdivision	railway	
17302032	Liberty Avenue Bicycle Boulevard	bicycle	lcn
17352454	DFLT Seitts	hiking	lwn
17408085	North Beardsley Canal Road	road	
17733408	Pima West Loop Trail	hiking	
17750993	Campus Trail	hiking	
17866241	Highly Falkner shared-use path	bicycle	lcn
17918256	Indian Route 8070	road	
17927557	Jayden's Impossible Garden	foot	lwn
17973922	Dove Valley Park Walking Path	foot	lwn
17973923	Deer Valley Park Walking Path	foot	lwn
17973924	Paseo Highlands Park Walking Path	foot	lwn
17973925	Deem Hills Park Walking Path	foot	lwn
17973926	Tramonto Park Walking Path	foot	lwn
17974083	Cashman Park Walking Path	foot	lwn
17974084	John W. Teets Park Walking Path	foot	lwn
17974085	Dynamite Park Walking Path	foot	lwn
17974086	Desert Broom Park Walking Path	foot	lwn
17974087	Desert Willow Park Walking Path	foot	lwn
17977413	Rose Mofford Sports Complex Walking Path	foot	lwn
17977414	North Mountain Park Walking Path	foot	lwn
17977415	Cholla Cove Park Walking Path	foot	lwn
17977416		foot	lwn
17977801	Steele Indian School Park Walking Path	foot	lwn
17977802		foot	lwn
17977803	Maryvale Park Walking Path	foot	lwn
17977804	La Pradera Park Walking Path	foot	lwn
17977805	Washington Park Walking Path	foot	lwn
17977806	Granada Park Walking Path	foot	lwn
17977807	Sumida Park Walking Path	foot	lwn
17977821	Los Olivos Park Walking Path	foot	lwn
17981481	Rio Salado Habitat Restoration Area Walking Path	foot	lwn
17981482	Santa Maria Park Walking Path	foot	lwn
17981483	Desert West Park Walking Path	foot	lwn
17981484	Encanto Park Walking Path	foot	lwn
17981485	Perry Park Walking Path	foot	lwn
17981486	Papago Park Walking Path	foot	lwn
17981666	Mountain Vista Park Walking Path	foot	lwn
17981667	Western Star Park Walking Path	foot	lwn
17981668	Hermoso Park Walking Path	foot	lwn
17981669	El Reposo Park Walking Path	foot	lwn
17981670	El Prado Park Walking Path	foot	lwn
17981671	Cesar Chavez Park Walking Path	foot	lwn
17981672	Laveen Village Park Walking Path	foot	lwn
17981673	Manzanita Park Walking Path	foot	lwn
17981674	Playa Margarita Park Walking Path	foot	lwn
17981675	Grant Park Walking Path	foot	lwn
17981676	Verde Park Walking Path	foot	lwn
17981677	Eastlake Park Walking Park	foot	lwn
17984168	Pecos Park Walking Path	foot	lwn
17984169	Vista Canyon Park Walking Path	foot	lwn
17984170	Sun Ray Park Walking Path	foot	lwn
18150534	Sky Harbor Fitness Trail	running	
18313422	Sonoqui Wash Trail	bicycle	lcn
18438919	Barbershop Trail	hiking	lwn
18505892	Arizona Trail Pusch Ridge Wilderness Bypass	hiking	
18557079	King Canyon / Gould Mine Loop	hiking	lwn
18562659	Pass Mountain Trail	hiking	lwn
18565855	Douglas Spring Trail	hiking	lwn
18566278	Three Tank Trail	hiking	lwn
18566291	Carrillo Trail	hiking	lwn
18566308	Garwood Trail	hiking	lwn
18715873		foot	
18864587	West Pinto Creek Trail	hiking	lwn
18864588	Reavis Ranch Trail	hiking	lwn
18864589	Rogers Canyon Trail	hiking	lwn
18864590	JF Trail	hiking	lwn
18864591	Woodbury Trail	hiking	lwn
18864592	Hoolie Bacon Trail	hiking	lwn
18864593	Red Tanks Trail #107	hiking	lwn
18864594	Peters Trail	hiking	lwn
18864595	Cavalry Trail	hiking	lwn
18864596	Bull Pass Trail	hiking	lwn
18864597	Second Water Trail	hiking	lwn
18864598	Black Mesa Trail	hiking	lwn
18864599	Boulder Canyon Trail	hiking	lwn
18864600	Grand Enchantment Trail Segment 1: Superstition Wilderness	hiking	
18864601	Dutchman Trail	hiking	lwn
18864612	Arizona Trail	horse	nhn
18864613	Arizona Trail	mtb	ncn
18864736	Grand Enchantment Trail Segment 2	hiking	
18864745	Grand Enchantment Trail Segment 3: White Canyon Wilderness	hiking	
18864746	Legends of Superior Loop Trail	hiking	lwn
18864749	Grand Enchantment Trail Segment 4: Tortilla Mountains	hiking	
18864763	Grand Enchantment Trail Segment 5: Antelope Peak	hiking	
18864810	Grand Enchantment Trail Segment 6: Brandenburg Mountain	hiking	
